Regione,eta,maschi,femmine
Sardegna,16,7117,6637
Sardegna,17,6949,6588
Sardegna,18,7132,6751
Sardegna,19,7597,6844
Sardegna,20,7690,6689
Sardegna,21,7575,6538
Sardegna,22,7587,6639
Sardegna,23,7779,6720
Sardegna,24,7940,6925
Sardegna,25,7930,7105
Sardegna,26,8042,7457
Sardegna,27,8363,7790
Sardegna,28,8596,7884
Sardegna,29,8769,8257
Sardegna,30,8824,8158
Sardegna,31,8872,8363
Sardegna,32,8912,8492
Sardegna,33,8863,8554
Sardegna,34,9273,8846
Sardegna,35,9525,8913
Sardegna,36,9579,9363
Sardegna,37,10236,9754
Sardegna,38,10085,9965
Sardegna,39,10730,10125
Sardegna,40,10588,10462
Sardegna,41,11782,11308
Sardegna,42,12024,11493
Sardegna,43,12380,12088
Sardegna,44,12958,12763
Sardegna,45,13758,13110
Sardegna,46,13690,13191
Sardegna,47,13439,13136
Sardegna,48,13078,13469
Sardegna,49,13228,12985
Sardegna,50,13507,13562
Sardegna,51,12974,13374
Sardegna,52,13541,13653
Sardegna,53,13569,13854
Sardegna,54,13588,13756
Sardegna,55,13807,14099
Sardegna,56,12979,13695
Sardegna,57,12692,13305
Sardegna,58,12336,13115
Sardegna,59,12153,12509
Sardegna,60,11773,12344
Sardegna,61,11535,12147
Sardegna,62,11437,12210
Sardegna,63,11188,11944
Sardegna,64,10855,11535
Sardegna,65,11009,11642
Sardegna,66,10445,11043
Sardegna,67,10181,10951
Sardegna,68,9898,10800
Sardegna,69,9968,10736
Sardegna,70,9622,10381
Sardegna,71,9616,10636
Sardegna,72,9162,10140
Sardegna,73,8586,9327
Sardegna,74,7730,8896
Sardegna,75,7408,8712
Sardegna,76,6823,8586
Sardegna,77,6992,8595
Sardegna,78,6228,7986
Sardegna,79,6683,8748
Sardegna,80,6162,8016
Sardegna,81,5268,7217
Sardegna,82,4663,6645
Sardegna,83,4312,6305
Sardegna,84,3596,5745
Sardegna,85,3615,5606
Sardegna,86,3244,5204
Sardegna,87,2651,4648
Sardegna,88,2293,4017
Sardegna,89,2064,3901
Sardegna,90,1550,3283
Sardegna,91,1241,2805
Sardegna,92,921,2235
Sardegna,93,767,1835
Sardegna,94,480,1334
Sardegna,95,374,1127
Sardegna,96,279,754
Sardegna,97,198,579
Sardegna,98,126,377
Sardegna,99,82,306
Sardegna,100,97,361
Sardegna,Totale,791696,819925
